"행정구역(시군구)별","성별","연령별","항목","단위","2023 년",
"통합창원시","남자","50 - 54세","주민등록연앙인구[명]","명","46049.5",
"통합창원시","남자","55 - 59세","주민등록연앙인구[명]","명","43313",
"통합창원시","남자","60 - 64세","주민등록연앙인구[명]","명","45121",
"통합창원시","남자","65 - 69세","주민등록연앙인구[명]","명","33299.5",
"통합창원시","남자","70 - 74세","주민등록연앙인구[명]","명","20920.5",
"통합창원시","남자","75 - 79세","주민등록연앙인구[명]","명","12700",
"통합창원시","남자","80세 이상","주민등록연앙인구[명]","명","11409",
"통합창원시","남자","80 - 84세","주민등록연앙인구[명]","명","7578",
"통합창원시","남자","85세 이상","주민등록연앙인구[명]","명","3831",
"통합창원시","남자","85 - 89세","주민등록연앙인구[명]","명","3053.5",
"통합창원시","남자","90 - 94세","주민등록연앙인구[명]","명","670",
"통합창원시","남자","95 - 99세","주민등록연앙인구[명]","명","96.5",
"통합창원시","남자","100세 이상","주민등록연앙인구[명]","명","11",
"통합창원시","여자","계","주민등록연앙인구[명]","명","499624",
"통합창원시","여자","0 - 4세","주민등록연앙인구[명]","명","13252.5",
"통합창원시","여자","5 - 9세","주민등록연앙인구[명]","명","20688.5",
"통합창원시","여자","10 - 14세","주민등록연앙인구[명]","명","24065",
"통합창원시","여자","15 - 19세","주민등록연앙인구[명]","명","22623",
"통합창원시","여자","20 - 24세","주민등록연앙인구[명]","명","23304",
"통합창원시","여자","25 - 29세","주민등록연앙인구[명]","명","26541.5",
"통합창원시","여자","30 - 34세","주민등록연앙인구[명]","명","27960.5",
"통합창원시","여자","35 - 39세","주민등록연앙인구[명]","명","29224",
"통합창원시","여자","40 - 44세","주민등록연앙인구[명]","명","39873",
"통합창원시","여자","45 - 49세","주민등록연앙인구[명]","명","38891",
"통합창원시","여자","50 - 54세","주민등록연앙인구[명]","명","46672",
"통합창원시","여자","55 - 59세","주민등록연앙인구[명]","명","44543",
"통합창원시","여자","60 - 64세","주민등록연앙인구[명]","명","45609.5",
"통합창원시","여자","65 - 69세","주민등록연앙인구[명]","명","34919.5",
"통합창원시","여자","70 - 74세","주민등록연앙인구[명]","명","22902",
"통합창원시","여자","75 - 79세","주민등록연앙인구[명]","명","15387.5",
"통합창원시","여자","80세 이상","주민등록연앙인구[명]","명","23167.5",
"통합창원시","여자","80 - 84세","주민등록연앙인구[명]","명","12487.5",
"통합창원시","여자","85세 이상","주민등록연앙인구[명]","명","10680",
"통합창원시","여자","85 - 89세","주민등록연앙인구[명]","명","7297.5",
"통합창원시","여자","90 - 94세","주민등록연앙인구[명]","명","2802.5",
"통합창원시","여자","95 - 99세","주민등록연앙인구[명]","명","523",
"통합창원시","여자","100세 이상","주민등록연앙인구[명]","명","57",
"의창구","계","계","주민등록연앙인구[명]","명","213826",
"의창구","계","0 - 4세","주민등록연앙인구[명]","명","5984.5",
"의창구","계","5 - 9세","주민등록연앙인구[명]","명","9220.5",
"의창구","계","10 - 14세","주민등록연앙인구[명]","명","10030.5",
"의창구","계","15 - 19세","주민등록연앙인구[명]","명","9274",
"의창구","계","20 - 24세","주민등록연앙인구[명]","명","11461.5",
"의창구","계","25 - 29세","주민등록연앙인구[명]","명","13726",
"의창구","계","30 - 34세","주민등록연앙인구[명]","명","13377",
"의창구","계","35 - 39세","주민등록연앙인구[명]","명","13206.5",
"의창구","계","40 - 44세","주민등록연앙인구[명]","명","17024.5",
"의창구","계","45 - 49세","주민등록연앙인구[명]","명","15853.5",
"의창구","계","50 - 54세","주민등록연앙인구[명]","명","19924.5",
"의창구","계","55 - 59세","주민등록연앙인구[명]","명","20156",
"의창구","계","60 - 64세","주민등록연앙인구[명]","명","20188.5",
"의창구","계","65 - 69세","주민등록연앙인구[명]","명","14157",
"의창구","계","70 - 74세","주민등록연앙인구[명]","명","8564",
"의창구","계","75 - 79세","주민등록연앙인구[명]","명","5160.5",
"의창구","계","80세 이상","주민등록연앙인구[명]","명","6517",
"의창구","계","80 - 84세","주민등록연앙인구[명]","명","3733.5",
"의창구","계","85세 이상","주민등록연앙인구[명]","명","2783.5",
"의창구","계","85 - 89세","주민등록연앙인구[명]","명","1980.5",
"의창구","계","90 - 94세","주민등록연앙인구[명]","명","678",
"의창구","계","95 - 99세","주민등록연앙인구[명]","명","113.5",
"의창구","계","100세 이상","주민등록연앙인구[명]","명","11.5",
"의창구","남자","계","주민등록연앙인구[명]","명","108659",
"의창구","남자","0 - 4세","주민등록연앙인구[명]","명","3015",
"의창구","남자","5 - 9세","주민등록연앙인구[명]","명","4724.5",
"의창구","남자","10 - 14세","주민등록연앙인구[명]","명","5135.5",
"의창구","남자","15 - 19세","주민등록연앙인구[명]","명","4896.5",
"의창구","남자","20 - 24세","주민등록연앙인구[명]","명","6480",
"의창구","남자","25 - 29세","주민등록연앙인구[명]","명","7714",
"의창구","남자","30 - 34세","주민등록연앙인구[명]","명","7252",
"의창구","남자","35 - 39세","주민등록연앙인구[명]","명","6905",
"의창구","남자","40 - 44세","주민등록연앙인구[명]","명","8807",
"의창구","남자","45 - 49세","주민등록연앙인구[명]","명","8139.5",
"의창구","남자","50 - 54세","주민등록연앙인구[명]","명","9646.5",
"의창구","남자","55 - 59세","주민등록연앙인구[명]","명","9850.5",
"의창구","남자","60 - 64세","주민등록연앙인구[명]","명","10351",
"의창구","남자","65 - 69세","주민등록연앙인구[명]","명","7043.5",
"의창구","남자","70 - 74세","주민등록연앙인구[명]","명","4253",
"의창구","남자","75 - 79세","주민등록연앙인구[명]","명","2407",
"의창구","남자","80세 이상","주민등록연앙인구[명]","명","2038.5",
"의창구","남자","80 - 84세","주민등록연앙인구[명]","명","1352",
"의창구","남자","85세 이상","주민등록연앙인구[명]","명","686.5",
"의창구","남자","85 - 89세","주민등록연앙인구[명]","명","541.5",
"의창구","남자","90 - 94세","주민등록연앙인구[명]","명","127",
"의창구","남자","95 - 99세","주민등록연앙인구[명]","명","17.5",
"의창구","남자","100세 이상","주민등록연앙인구[명]","명",".5",
"의창구","여자","계","주민등록연앙인구[명]","명","105167",
"의창구","여자","0 - 4세","주민등록연앙인구[명]","명","2969.5",
"의창구","여자","5 - 9세","주민등록연앙인구[명]","명","4496",
"의창구","여자","10 - 14세","주민등록연앙인구[명]","명","4895",
"의창구","여자","15 - 19세","주민등록연앙인구[명]","명","4377.5",
"의창구","여자","20 - 24세","주민등록연앙인구[명]","명","4981.5",
"의창구","여자","25 - 29세","주민등록연앙인구[명]","명","6012",
"의창구","여자","30 - 34세","주민등록연앙인구[명]","명","6125",
"의창구","여자","35 - 39세","주민등록연앙인구[명]","명","6301.5",
"의창구","여자","40 - 44세","주민등록연앙인구[명]","명","8217.5",
"의창구","여자","45 - 49세","주민등록연앙인구[명]","명","7714",
"의창구","여자","50 - 54세","주민등록연앙인구[명]","명","10278",
"의창구","여자","55 - 59세","주민등록연앙인구[명]","명","10305.5",
"의창구","여자","60 - 64세","주민등록연앙인구[명]","명","9837.5",
"의창구","여자","65 - 69세","주민등록연앙인구[명]","명","7113.5",
"의창구","여자","70 - 74세","주민등록연앙인구[명]","명","4311",
"의창구","여자","75 - 79세","주민등록연앙인구[명]","명","2753.5",
"의창구","여자","80세 이상","주민등록연앙인구[명]","명","4478.5",
"의창구","여자","80 - 84세","주민등록연앙인구[명]","명","2381.5",
"의창구","여자","85세 이상","주민등록연앙인구[명]","명","2097",
"의창구","여자","85 - 89세","주민등록연앙인구[명]","명","1439",
"의창구","여자","90 - 94세","주민등록연앙인구[명]","명","551",
"의창구","여자","95 - 99세","주민등록연앙인구[명]","명","96",
"의창구","여자","100세 이상","주민등록연앙인구[명]","명","11",
"성산구","계","계","주민등록연앙인구[명]","명","246160.5",
"성산구","계","0 - 4세","주민등록연앙인구[명]","명","6640",
"성산구","계","5 - 9세","주민등록연앙인구[명]","명","10053",
"성산구","계","10 - 14세","주민등록연앙인구[명]","명","12030.5",
"성산구","계","15 - 19세","주민등록연앙인구[명]","명","12667.5",
"성산구","계","20 - 24세","주민등록연앙인구[명]","명","14782",
"성산구","계","25 - 29세","주민등록연앙인구[명]","명","18293",
"성산구","계","30 - 34세","주민등록연앙인구[명]","명","18072.5",
"성산구","계","35 - 39세","주민등록연앙인구[명]","명","16163",
"성산구","계","40 - 44세","주민등록연앙인구[명]","명","18782.5",
"성산구","계","45 - 49세","주민등록연앙인구[명]","명","19459",
"성산구","계","50 - 54세","주민등록연앙인구[명]","명","25110.5",
"성산구","계","55 - 59세","주민등록연앙인구[명]","명","24189.5",
"성산구","계","60 - 64세","주민등록연앙인구[명]","명","22405",
"성산구","계","65 - 69세","주민등록연앙인구[명]","명","12717.5",
"성산구","계","70 - 74세","주민등록연앙인구[명]","명","6628",
"성산구","계","75 - 79세","주민등록연앙인구[명]","명","3606",
"성산구","계","80세 이상","주민등록연앙인구[명]","명","4561",
"성산구","계","80 - 84세","주민등록연앙인구[명]","명","2516",
"성산구","계","85세 이상","주민등록연앙인구[명]","명","2045",
"성산구","계","85 - 89세","주민등록연앙인구[명]","명","1383",
"성산구","계","90 - 94세","주민등록연앙인구[명]","명","545",
"성산구","계","95 - 99세","주민등록연앙인구[명]","명","105",
"성산구","계","100세 이상","주민등록연앙인구[명]","명","12",
"성산구","남자","계","주민등록연앙인구[명]","명","125507",
"성산구","남자","0 - 4세","주민등록연앙인구[명]","명","3329.5",
"성산구","남자","5 - 9세","주민등록연앙인구[명]","명","5216.5",
"성산구","남자","10 - 14세","주민등록연앙인구[명]","명","6208",
"성산구","남자","15 - 19세","주민등록연앙인구[명]","명","6724.5",
"성산구","남자","20 - 24세","주민등록연앙인구[명]","명","8339",
"성산구","남자","25 - 29세","주민등록연앙인구[명]","명","10345",
"성산구","남자","30 - 34세","주민등록연앙인구[명]","명","9876.5",
"성산구","남자","35 - 39세","주민등록연앙인구[명]","명","8641",
"성산구","남자","40 - 44세","주민등록연앙인구[명]","명","9345.5",
"성산구","남자","45 - 49세","주민등록연앙인구[명]","명","9284",
"성산구","남자","50 - 54세","주민등록연앙인구[명]","명","11776.5",
"성산구","남자","55 - 59세","주민등록연앙인구[명]","명","11696.5",
"성산구","남자","60 - 64세","주민등록연앙인구[명]","명","11644.5",
"성산구","남자","65 - 69세","주민등록연앙인구[명]","명","6612",
"성산구","남자","70 - 74세","주민등록연앙인구[명]","명","3391.5",
"성산구","남자","75 - 79세","주민등록연앙인구[명]","명","1697",
"성산구","남자","80세 이상","주민등록연앙인구[명]","명","1379.5",
"성산구","남자","80 - 84세","주민등록연앙인구[명]","명","901",
"성산구","남자","85세 이상","주민등록연앙인구[명]","명","478.5",
"성산구","남자","85 - 89세","주민등록연앙인구[명]","명","367.5",
"성산구","남자","90 - 94세","주민등록연앙인구[명]","명","91",
"성산구","남자","95 - 99세","주민등록연앙인구[명]","명","17.5",
"성산구","남자","100세 이상","주민등록연앙인구[명]","명","2.5",
"성산구","여자","계","주민등록연앙인구[명]","명","120653.5",
"성산구","여자","0 - 4세","주민등록연앙인구[명]","명","3310.5",
"성산구","여자","5 - 9세","주민등록연앙인구[명]","명","4836.5",
"성산구","여자","10 - 14세","주민등록연앙인구[명]","명","5822.5",
"성산구","여자","15 - 19세","주민등록연앙인구[명]","명","5943",
"성산구","여자","20 - 24세","주민등록연앙인구[명]","명","6443",
"성산구","여자","25 - 29세","주민등록연앙인구[명]","명","7948",
"성산구","여자","30 - 34세","주민등록연앙인구[명]","명","8196",
"성산구","여자","35 - 39세","주민등록연앙인구[명]","명","7522",
"성산구","여자","40 - 44세","주민등록연앙인구[명]","명","9437",
"성산구","여자","45 - 49세","주민등록연앙인구[명]","명","10175",
"성산구","여자","50 - 54세","주민등록연앙인구[명]","명","13334",
"성산구","여자","55 - 59세","주민등록연앙인구[명]","명","12493",
"성산구","여자","60 - 64세","주민등록연앙인구[명]","명","10760.5",
"성산구","여자","65 - 69세","주민등록연앙인구[명]","명","6105.5",
"성산구","여자","70 - 74세","주민등록연앙인구[명]","명","3236.5",
"성산구","여자","75 - 79세","주민등록연앙인구[명]","명","1909",
"성산구","여자","80세 이상","주민등록연앙인구[명]","명","3181.5",
"성산구","여자","80 - 84세","주민등록연앙인구[명]","명","1615",
"성산구","여자","85세 이상","주민등록연앙인구[명]","명","1566.5",
"성산구","여자","85 - 89세","주민등록연앙인구[명]","명","1015.5",
"성산구","여자","90 - 94세","주민등록연앙인구[명]","명","454",
"성산구","여자","95 - 99세","주민등록연앙인구[명]","명","87.5",
"성산구","여자","100세 이상","주민등록연앙인구[명]","명","9.5",
"마산합포구","계","계","주민등록연앙인구[명]","명","178475",
"마산합포구","계","0 - 4세","주민등록연앙인구[명]","명","4615.5",
"마산합포구","계","5 - 9세","주민등록연앙인구[명]","명","7300",
"마산합포구","계","10 - 14세","주민등록연앙인구[명]","명","7754.5",
"마산합포구","계","15 - 19세","주민등록연앙인구[명]","명","6814",
"마산합포구","계","20 - 24세","주민등록연앙인구[명]","명","8532.5",
"마산합포구","계","25 - 29세","주민등록연앙인구[명]","명","8965",
"마산합포구","계","30 - 34세","주민등록연앙인구[명]","명","9383.5",
"마산합포구","계","35 - 39세","주민등록연앙인구[명]","명","10426.5",
"마산합포구","계","40 - 44세","주민등록연앙인구[명]","명","14154.5",
"마산합포구","계","45 - 49세","주민등록연앙인구[명]","명","12562.5",
"마산합포구","계","50 - 54세","주민등록연앙인구[명]","명","14417",
"마산합포구","계","55 - 59세","주민등록연앙인구[명]","명","14112",
"마산합포구","계","60 - 64세","주민등록연앙인구[명]","명","16827",
"마산합포구","계","65 - 69세","주민등록연앙인구[명]","명","15100.5",
"마산합포구","계","70 - 74세","주민등록연앙인구[명]","명","10798",
"마산합포구","계","75 - 79세","주민등록연앙인구[명]","명","7389.5",
"마산합포구","계","80세 이상","주민등록연앙인구[명]","명","9322.5",
"마산합포구","계","80 - 84세","주민등록연앙인구[명]","명","5414.5",
"마산합포구","계","85세 이상","주민등록연앙인구[명]","명","3908",
"마산합포구","계","85 - 89세","주민등록연앙인구[명]","명","2766.5",
"마산합포구","계","90 - 94세","주민등록연앙인구[명]","명","942.5",
"마산합포구","계","95 - 99세","주민등록연앙인구[명]","명","177.5",
"마산합포구","계","100세 이상","주민등록연앙인구[명]","명","21.5",
"마산합포구","남자","계","주민등록연앙인구[명]","명","88684.5",
"마산합포구","남자","0 - 4세","주민등록연앙인구[명]","명","2380",
"마산합포구","남자","5 - 9세","주민등록연앙인구[명]","명","3802.5",
"마산합포구","남자","10 - 14세","주민등록연앙인구[명]","명","3990",
"마산합포구","남자","15 - 19세","주민등록연앙인구[명]","명","3528.5",
"마산합포구","남자","20 - 24세","주민등록연앙인구[명]","명","4763.5",
"마산합포구","남자","25 - 29세","주민등록연앙인구[명]","명","4939",
"마산합포구","남자","30 - 34세","주민등록연앙인구[명]","명","4953.5",
"마산합포구","남자","35 - 39세","주민등록연앙인구[명]","명","5445.5",
"마산합포구","남자","40 - 44세","주민등록연앙인구[명]","명","7447",
"마산합포구","남자","45 - 49세","주민등록연앙인구[명]","명","6673.5",
"마산합포구","남자","50 - 54세","주민등록연앙인구[명]","명","7308",
"마산합포구","남자","55 - 59세","주민등록연앙인구[명]","명","7032.5",
"마산합포구","남자","60 - 64세","주민등록연앙인구[명]","명","7969.5",
"마산합포구","남자","65 - 69세","주민등록연앙인구[명]","명","7123.5",
"마산합포구","남자","70 - 74세","주민등록연앙인구[명]","명","5016",
"마산합포구","남자","75 - 79세","주민등록연앙인구[명]","명","3211.5",
"마산합포구","남자","80세 이상","주민등록연앙인구[명]","명","3100.5",
"마산합포구","남자","80 - 84세","주민등록연앙인구[명]","명","2064",
"마산합포구","남자","85세 이상","주민등록연앙인구[명]","명","1036.5",
"마산합포구","남자","85 - 89세","주민등록연앙인구[명]","명","821",
"마산합포구","남자","90 - 94세","주민등록연앙인구[명]","명","180.5",
"마산합포구","남자","95 - 99세","주민등록연앙인구[명]","명","29",
"마산합포구","남자","100세 이상","주민등록연앙인구[명]","명","6",
"마산합포구","여자","계","주민등록연앙인구[명]","명","89790.5",
"마산합포구","여자","0 - 4세","주민등록연앙인구[명]","명","2235.5",
"마산합포구","여자","5 - 9세","주민등록연앙인구[명]","명","3497.5",
"마산합포구","여자","10 - 14세","주민등록연앙인구[명]","명","3764.5",
"마산합포구","여자","15 - 19세","주민등록연앙인구[명]","명","3285.5",
"마산합포구","여자","20 - 24세","주민등록연앙인구[명]","명","3769",
"마산합포구","여자","25 - 29세","주민등록연앙인구[명]","명","4026",
"마산합포구","여자","30 - 34세","주민등록연앙인구[명]","명","4430",
"마산합포구","여자","35 - 39세","주민등록연앙인구[명]","명","4981",
"마산합포구","여자","40 - 44세","주민등록연앙인구[명]","명","6707.5",
"마산합포구","여자","45 - 49세","주민등록연앙인구[명]","명","5889",
"마산합포구","여자","50 - 54세","주민등록연앙인구[명]","명","7109",
"마산합포구","여자","55 - 59세","주민등록연앙인구[명]","명","7079.5",
"마산합포구","여자","60 - 64세","주민등록연앙인구[명]","명","8857.5",
"마산합포구","여자","65 - 69세","주민등록연앙인구[명]","명","7977",
"마산합포구","여자","70 - 74세","주민등록연앙인구[명]","명","5782",
"마산합포구","여자","75 - 79세","주민등록연앙인구[명]","명","4178",
"마산합포구","여자","80세 이상","주민등록연앙인구[명]","명","6222",
"마산합포구","여자","80 - 84세","주민등록연앙인구[명]","명","3350.5",
"마산합포구","여자","85세 이상","주민등록연앙인구[명]","명","2871.5",
"마산합포구","여자","85 - 89세","주민등록연앙인구[명]","명","1945.5",
"마산합포구","여자","90 - 94세","주민등록연앙인구[명]","명","762",
"마산합포구","여자","95 - 99세","주민등록연앙인구[명]","명","148.5",
"마산합포구","여자","100세 이상","주민등록연앙인구[명]","명","15.5",
"마산회원구","계","계","주민등록연앙인구[명]","명","180875",
"마산회원구","계","0 - 4세","주민등록연앙인구[명]","명","3782",
"마산회원구","계","5 - 9세","주민등록연앙인구[명]","명","6637.5",
"마산회원구","계","10 - 14세","주민등록연앙인구[명]","명","8423.5",
"마산회원구","계","15 - 19세","주민등록연앙인구[명]","명","8711",
"마산회원구","계","20 - 24세","주민등록연앙인구[명]","명","9080",
"마산회원구","계","25 - 29세","주민등록연앙인구[명]","명","9763.5",
"마산회원구","계","30 - 34세","주민등록연앙인구[명]","명","9226.5",
"마산회원구","계","35 - 39세","주민등록연앙인구[명]","명","9450.5",
"마산회원구","계","40 - 44세","주민등록연앙인구[명]","명","13655",
"마산회원구","계","45 - 49세","주민등록연앙인구[명]","명","14297.5",
"마산회원구","계","50 - 54세","주민등록연앙인구[명]","명","16508.5",
"마산회원구","계","55 - 59세","주민등록연앙인구[명]","명","15861",
"마산회원구","계","60 - 64세","주민등록연앙인구[명]","명","17216",
"마산회원구","계","65 - 69세","주민등록연앙인구[명]","명","14473.5",
"마산회원구","계","70 - 74세","주민등록연앙인구[명]","명","10063.5",
"마산회원구","계","75 - 79세","주민등록연앙인구[명]","명","6557.5",
"마산회원구","계","80세 이상","주민등록연앙인구[명]","명","7168",
"마산회원구","계","80 - 84세","주민등록연앙인구[명]","명","4413.5",
"마산회원구","계","85세 이상","주민등록연앙인구[명]","명","2754.5",
"마산회원구","계","85 - 89세","주민등록연앙인구[명]","명","2026",
"마산회원구","계","90 - 94세","주민등록연앙인구[명]","명","610",
"마산회원구","계","95 - 99세","주민등록연앙인구[명]","명","105.5",
"마산회원구","계","100세 이상","주민등록연앙인구[명]","명","13",
"마산회원구","남자","계","주민등록연앙인구[명]","명","90198",
"마산회원구","남자","0 - 4세","주민등록연앙인구[명]","명","1922",
"마산회원구","남자","5 - 9세","주민등록연앙인구[명]","명","3424.5",
"마산회원구","남자","10 - 14세","주민등록연앙인구[명]","명","4380.5",
"마산회원구","남자","15 - 19세","주민등록연앙인구[명]","명","4547.5",
"마산회원구","남자","20 - 24세","주민등록연앙인구[명]","명","5022",
"마산회원구","남자","25 - 29세","주민등록연앙인구[명]","명","5368",
"마산회원구","남자","30 - 34세","주민등록연앙인구[명]","명","4995",
"마산회원구","남자","35 - 39세","주민등록연앙인구[명]","명","4969.5",
"마산회원구","남자","40 - 44세","주민등록연앙인구[명]","명","7054.5",
"마산회원구","남자","45 - 49세","주민등록연앙인구[명]","명","7232",
"마산회원구","남자","50 - 54세","주민등록연앙인구[명]","명","8324",
"마산회원구","남자","55 - 59세","주민등록연앙인구[명]","명","7817",
"마산회원구","남자","60 - 64세","주민등록연앙인구[명]","명","8276.5",
"마산회원구","남자","65 - 69세","주민등록연앙인구[명]","명","6767",
"마산회원구","남자","70 - 74세","주민등록연앙인구[명]","명","4600",
"마산회원구","남자","75 - 79세","주민등록연앙인구[명]","명","2994",
"마산회원구","남자","80세 이상","주민등록연앙인구[명]","명","2504",
"마산회원구","남자","80 - 84세","주민등록연앙인구[명]","명","1738",
"마산회원구","남자","85세 이상","주민등록연앙인구[명]","명","766",
"마산회원구","남자","85 - 89세","주민등록연앙인구[명]","명","634.5",
"마산회원구","남자","90 - 94세","주민등록연앙인구[명]","명","115",
"마산회원구","남자","95 - 99세","주민등록연앙인구[명]","명","15.5",
"마산회원구","남자","100세 이상","주민등록연앙인구[명]","명","1",
"마산회원구","여자","계","주민등록연앙인구[명]","명","90677",
"마산회원구","여자","0 - 4세","주민등록연앙인구[명]","명","1860",
"마산회원구","여자","5 - 9세","주민등록연앙인구[명]","명","3213",
"마산회원구","여자","10 - 14세","주민등록연앙인구[명]","명","4043",
"마산회원구","여자","15 - 19세","주민등록연앙인구[명]","명","4163.5",
"마산회원구","여자","20 - 24세","주민등록연앙인구[명]","명","4058",
"마산회원구","여자","25 - 29세","주민등록연앙인구[명]","명","4395.5",
"마산회원구","여자","30 - 34세","주민등록연앙인구[명]","명","4231.5",
"마산회원구","여자","35 - 39세","주민등록연앙인구[명]","명","4481",
"마산회원구","여자","40 - 44세","주민등록연앙인구[명]","명","6600.5",
"마산회원구","여자","45 - 49세","주민등록연앙인구[명]","명","7065.5",
"마산회원구","여자","50 - 54세","주민등록연앙인구[명]","명","8184.5",
"마산회원구","여자","55 - 59세","주민등록연앙인구[명]","명","8044",
"마산회원구","여자","60 - 64세","주민등록연앙인구[명]","명","8939.5",
"마산회원구","여자","65 - 69세","주민등록연앙인구[명]","명","7706.5",
"마산회원구","여자","70 - 74세","주민등록연앙인구[명]","명","5463.5",
"마산회원구","여자","75 - 79세","주민등록연앙인구[명]","명","3563.5",
"마산회원구","여자","80세 이상","주민등록연앙인구[명]","명","4664",
"마산회원구","여자","80 - 84세","주민등록연앙인구[명]","명","2675.5",
"마산회원구","여자","85세 이상","주민등록연앙인구[명]","명","1988.5",
"마산회원구","여자","85 - 89세","주민등록연앙인구[명]","명","1391.5",
"마산회원구","여자","90 - 94세","주민등록연앙인구[명]","명","495",
"마산회원구","여자","95 - 99세","주민등록연앙인구[명]","명","90",
"마산회원구","여자","100세 이상","주민등록연앙인구[명]","명","12",
"진해구","계","계","주민등록연앙인구[명]","명","191966.5",
"진해구","계","0 - 4세","주민등록연앙인구[명]","명","5923.5",
"진해구","계","5 - 9세","주민등록연앙인구[명]","명","9725",
"진해구","계","10 - 14세","주민등록연앙인구[명]","명","11427.5",
"진해구","계","15 - 19세","주민등록연앙인구[명]","명","10130.5",
"진해구","계","20 - 24세","주민등록연앙인구[명]","명","9383.5",
"진해구","계","25 - 29세","주민등록연앙인구[명]","명","10067",
"진해구","계","30 - 34세","주민등록연앙인구[명]","명","10945.5",
"진해구","계","35 - 39세","주민등록연앙인구[명]","명","12482",
"진해구","계","40 - 44세","주민등록연앙인구[명]","명","18421",
"진해구","계","45 - 49세","주민등록연앙인구[명]","명","17147",
"진해구","계","50 - 54세","주민등록연앙인구[명]","명","16761",
"진해구","계","55 - 59세","주민등록연앙인구[명]","명","13537.5",
"진해구","계","60 - 64세","주민등록연앙인구[명]","명","14094",
"진해구","계","65 - 69세","주민등록연앙인구[명]","명","11770.5",
"진해구","계","70 - 74세","주민등록연앙인구[명]","명","7769",
"진해구","계","75 - 79세","주민등록연앙인구[명]","명","5374",
"진해구","계","80세 이상","주민등록연앙인구[명]","명","7008",
"진해구","계","80 - 84세","주민등록연앙인구[명]","명","3988",
"진해구","계","85세 이상","주민등록연앙인구[명]","명","3020",
"진해구","계","85 - 89세","주민등록연앙인구[명]","명","2195",
"진해구","계","90 - 94세","주민등록연앙인구[명]","명","697",
"진해구","계","95 - 99세","주민등록연앙인구[명]","명","118",
"진해구","계","100세 이상","주민등록연앙인구[명]","명","10",
"진해구","남자","계","주민등록연앙인구[명]","명","98630.5",
"진해구","남자","0 - 4세","주민등록연앙인구[명]","명","3046.5",
"진해구","남자","5 - 9세","주민등록연앙인구[명]","명","5079.5",
"진해구","남자","10 - 14세","주민등록연앙인구[명]","명","5887.5",
"진해구","남자","15 - 19세","주민등록연앙인구[명]","명","5277",
"진해구","남자","20 - 24세","주민등록연앙인구[명]","명","5331",
"진해구","남자","25 - 29세","주민등록연앙인구[명]","명","5907",
"진해구","남자","30 - 34세","주민등록연앙인구[명]","명","5967.5",
"진해구","남자","35 - 39세","주민등록연앙인구[명]","명","6543.5",
"진해구","남자","40 - 44세","주민등록연앙인구[명]","명","9510.5",
"진해구","남자","45 - 49세","주민등록연앙인구[명]","명","9099.5",
"진해구","남자","50 - 54세","주민등록연앙인구[명]","명","8994.5",
"진해구","남자","55 - 59세","주민등록연앙인구[명]","명","6916.5",
"진해구","남자","60 - 64세","주민등록연앙인구[명]","명","6879.5",
"진해구","남자","65 - 69세","주민등록연앙인구[명]","명","5753.5",
"진해구","남자","70 - 74세","주민등록연앙인구[명]","명","3660",
"진해구","남자","75 - 79세","주민등록연앙인구[명]","명","2390.5",
"진해구","남자","80세 이상","주민등록연앙인구[명]","명","2386.5",
"진해구","남자","80 - 84세","주민등록연앙인구[명]","명","1523",
"진해구","남자","85세 이상","주민등록연앙인구[명]","명","863.5",
"진해구","남자","85 - 89세","주민등록연앙인구[명]","명","689",
"진해구","남자","90 - 94세","주민등록연앙인구[명]","명","156.5",
"진해구","남자","95 - 99세","주민등록연앙인구[명]","명","17",
"진해구","남자","100세 이상","주민등록연앙인구[명]","명","1",
"진해구","여자","계","주민등록연앙인구[명]","명","93336",
"진해구","여자","0 - 4세","주민등록연앙인구[명]","명","2877",
"진해구","여자","5 - 9세","주민등록연앙인구[명]","명","4645.5",
"진해구","여자","10 - 14세","주민등록연앙인구[명]","명","5540",
"진해구","여자","15 - 19세","주민등록연앙인구[명]","명","4853.5",
"진해구","여자","20 - 24세","주민등록연앙인구[명]","명","4052.5",
"진해구","여자","25 - 29세","주민등록연앙인구[명]","명","4160",
"진해구","여자","30 - 34세","주민등록연앙인구[명]","명","4978",
"진해구","여자","35 - 39세","주민등록연앙인구[명]","명","5938.5",
"진해구","여자","40 - 44세","주민등록연앙인구[명]","명","8910.5",
"진해구","여자","45 - 49세","주민등록연앙인구[명]","명","8047.5",
"진해구","여자","50 - 54세","주민등록연앙인구[명]","명","7766.5",
"진해구","여자","55 - 59세","주민등록연앙인구[명]","명","6621",
"진해구","여자","60 - 64세","주민등록연앙인구[명]","명","7214.5",
"진해구","여자","65 - 69세","주민등록연앙인구[명]","명","6017",
"진해구","여자","70 - 74세","주민등록연앙인구[명]","명","4109",
"진해구","여자","75 - 79세","주민등록연앙인구[명]","명","2983.5",
"진해구","여자","80세 이상","주민등록연앙인구[명]","명","4621.5",
"진해구","여자","80 - 84세","주민등록연앙인구[명]","명","2465",
"진해구","여자","85세 이상","주민등록연앙인구[명]","명","2156.5",
"진해구","여자","85 - 89세","주민등록연앙인구[명]","명","1506",
"진해구","여자","90 - 94세","주민등록연앙인구[명]","명","540.5",
"진해구","여자","95 - 99세","주민등록연앙인구[명]","명","101",
"진해구","여자","100세 이상","주민등록연앙인구[명]","명","9",
