,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
8605,스타벅스,춘천명동점,음식,커피점/카페,강원도,춘천시,약사명동,37.8800367182363,127.727566445736
10392,스타벅스,원주터미널점,음식,커피점/카페,강원도,원주시,무실동,37.343851860227,127.931103954128
14450,스타벅스,춘천온의점,음식,커피점/카페,강원도,춘천시,강남동,37.8675326471007,127.72081567455
16562,스타벅스,춘천구봉산R점,음식,커피점/카페,강원도,춘천시,동면,37.8884101606584,127.775945317086
18068,스타벅스,속초DT점,음식,커피점/카페,강원도,속초시,조양동,38.1899069273633,128.584417728286
19019,스타벅스,원주반곡DT점,음식,커피점/카페,강원도,원주시,반곡관설동,37.3198267998095,127.97171064939
19303,스타벅스,강릉송정DT점,음식,커피점/카페,강원도,강릉시,송정동,37.771919740036,128.922960209512
20748,스타벅스,원주단구점,음식,커피점/카페,강원도,원주시,단구동,37.3304614888291,127.949284286612
26226,스타벅스,,음식,커피점/카페,강원도,인제군,기린면,37.9570322610523,128.317843444691
26275,스타벅스,용평리조트점,음식,커피점/카페,강원도,평창군,대관령면,37.6509528563083,128.705541811034
26682,스타벅스,휘닉스파크점,음식,커피점/카페,강원도,평창군,봉평면,37.5737498533882,128.309595918605
27052,스타벅스,,음식,커피점/카페,강원도,원주시,부론면,37.2089529546107,127.749837619204
28010,스타벅스,원주무실점,음식,커피점/카페,강원도,원주시,무실동,37.3331100843841,127.930244824767
34702,스타벅스,,음식,커피점/카페,강원도,평창군,진부면,37.6363752327278,128.559003074354
41689,스타벅스,춘천이마트점,음식,커피점/카페,강원도,춘천시,강남동,37.8639560859478,127.717260445106
44754,스타벅스,,음식,커피점/카페,강원도,원주시,반곡관설동,37.323397048067,127.980826364376
51390,스타벅스,춘천후평DT점,음식,커피점/카페,강원도,춘천시,후평3동,37.8794028368605,127.750531603324
52583,스타벅스,강릉중앙로점,음식,커피점/카페,강원도,강릉시,중앙동,37.7545474684864,128.896189398253
54413,스타벅스,동해DT점,음식,커피점/카페,강원도,동해시,천곡동,37.5201742036767,129.114686884468
55626,스타벅스,,음식,커피점/카페,강원도,인제군,기린면,37.9558684267042,128.31840740442
56997,스타벅스,오션월드2호점,음식,커피점/카페,강원도,홍천군,서면,37.6523237387557,127.687272903554
57404,스타벅스,춘천석사DT점,음식,커피점/카페,강원도,춘천시,석사동,37.8566995076552,127.739266611387
59787,스타벅스,원주명륜DT점,음식,커피점/카페,강원도,원주시,명륜1동,37.3359945650883,127.94983354993
78433,스타벅스,설악쏘라노점,음식,커피점/카페,강원도,속초시,영랑동,38.2105871479139,128.528675853147
81530,스타벅스,강대점,음식,커피점/카페,강원도,춘천시,효자3동,37.8727596024213,127.745086615044
82931,스타벅스,속초중앙로점,음식,커피점/카페,강원도,속초시,금호동,38.2026214250362,128.589463214419
83277,스타벅스,비발디파크점,음식,커피점/카페,강원도,홍천군,서면,37.6481840552354,127.685839715109
84621,스타벅스,강릉강문해변점,음식,커피점/카페,강원도,강릉시,초당동,37.7947771620177,128.918521062936
87421,스타벅스,,음식,커피점/카페,강원도,횡성군,횡성읍,37.4915708446238,127.987919269689
88284,스타벅스,,음식,커피점/카페,강원도,고성군,간성읍,38.3792218504065,128.471025460626
103766,스타벅스,별을내리다,음식,한식,강원도,속초시,조양동,38.1844454081806,128.593722863212
4425,스타벅스,서현역점,음식,커피점/카페,경기도,성남시,서현1동,37.3858542974758,127.124020925831
5983,스타벅스,,음식,커피점/카페,경기도,용인시,중앙동,37.2370225058939,127.205979105561
13002,스타벅스,용인기흥구청점,음식,커피점/카페,경기도,용인시,신갈동,37.2826619109289,127.110727384765
13463,스타벅스,야탑점,음식,커피점/카페,경기도,성남시,야탑1동,37.4121726377379,127.129837212323
18093,스타벅스,,음식,커피점/카페,경기도,화성시,정남면,37.1331773630153,127.025840533407
20458,스타벅스,수원인계점,음식,커피점/카페,경기도,수원시,인계동,37.2655346685802,127.032898389359
20870,스타벅스,백석점,음식,커피점/카페,경기도,고양시,백석2동,37.6439163563375,126.786148315475
25246,스타벅스,수원트레이더스점,음식,커피점/카페,경기도,수원시,영통2동,37.2460629455346,127.048577982515
25796,스타벅스,파주금촌역점,음식,커피점/카페,경기도,파주시,금촌1동,37.7638880211947,126.774225321299
26297,스타벅스,뉴코아야탑점,음식,커피점/카페,경기도,성남시,야탑1동,37.4109297153589,127.12746808049
26735,스타벅스,착한빵,음식,커피점/카페,경기도,광명시,철산2동,37.4810778849794,126.864496132015
36572,스타벅스,수원경희대점,음식,커피점/카페,경기도,수원시,영통3동,37.2479619506647,127.076744923256
36905,스타벅스,동탄점,음식,커피점/카페,경기도,화성시,동탄1동,37.2016084714533,127.073164316156
36976,스타벅스,현대중동점,음식,커피점/카페,경기도,부천시,신중동,37.5043049309835,126.762071535382
37606,스타벅스,안산중앙역점,음식,커피점/카페,경기도,안산시,중앙동,37.3170955951917,126.837702361526
38255,스타벅스,파주프리미엄점,음식,커피점/카페,경기도,파주시,탄현면,37.76892828249,126.696495857132
38391,스타벅스,대화역점,음식,커피점/카페,경기도,고양시,대화동,37.6754062943114,126.748181643883
38409,스타벅스,수내로점,음식,커피점/카페,경기도,성남시,수내1동,37.3803925258856,127.116586795132
39653,스타벅스,안산한양대점,음식,커피점/카페,경기도,안산시,해양동,37.3009356381822,126.838233093351
41471,스타벅스,부천시청역점,음식,커피점/카페,경기도,부천시,신중동,37.5053018204542,126.762620578976
42361,스타벅스,산본동점,음식,커피점/카페,경기도,군포시,광정동,37.3654835167822,126.929426266681
42884,스타벅스,용인보정점,음식,커피점/카페,경기도,용인시,보정동,37.3200273231764,127.110355024154
43081,스타벅스,수원인계DT점,음식,커피점/카페,경기도,수원시,인계동,37.2679270087441,127.027940721346
43564,스타벅스,안산중앙점,음식,커피점/카페,경기도,안산시,중앙동,37.3187256151958,126.837609567194
44259,스타벅스,안산한대앞역점,음식,커피점/카페,경기도,안산시,이동,37.3086405515635,126.851233957869
46073,스타벅스,포천송우점,음식,커피점/카페,경기도,포천시,소흘읍,37.827346390543,127.144579914734
46083,스타벅스,마두역점,음식,커피점/카페,경기도,고양시,장항2동,37.6529188514065,126.776686468284
46103,스타벅스,평택송탄점,음식,커피점/카페,경기도,평택시,서정동,37.0664786242076,127.062970174592
46367,스타벅스,부천신중동역점,음식,커피점/카페,경기도,부천시,신중동,37.5037910259875,126.77413636305
47235,스타벅스,안산트레이더스점,음식,커피점/카페,경기도,안산시,신길동,37.3311723031685,126.784992375155
47646,스타벅스,의정부금오점,음식,커피점/카페,경기도,의정부시,자금동,37.7529105967189,127.070461128642
48227,스타벅스,평내호평역점,음식,커피점/카페,경기도,남양주시,호평동,37.654066088747,127.242879817216
48501,스타벅스,아주대점,음식,커피점/카페,경기도,수원시,우만2동,37.2796407394145,127.043374246075
50245,스타벅스,일산백마점,음식,커피점/카페,경기도,고양시,마두1동,37.6571088791044,126.788064183267
52280,스타벅스,의정부공원점,음식,커피점/카페,경기도,의정부시,의정부1동,37.7400437474708,127.047850561263
54185,스타벅스,하남신장점,음식,커피점/카페,경기도,하남시,덕풍3동,37.5383762366936,127.203971498869
54697,스타벅스,의정부회룡역DT점,음식,커피점/카페,경기도,의정부시,호원1동,37.7223906183123,127.047588816725
56561,스타벅스,용인마북DT점,음식,커피점/카페,경기도,용인시,마북동,37.2946435115567,127.110338230918
57143,스타벅스,김포장기커낼점,음식,커피점/카페,경기도,김포시,장기동,37.6404691768506,126.677533134306
59032,스타벅스,야탑역사거리점,음식,커피점/카페,경기도,성남시,야탑2동,37.409579674211,127.130127013845
61005,스타벅스,고양DT점,음식,커피점/카페,경기도,고양시,고양동,37.7096413613079,126.905418416025
66832,스타벅스,파주운정점,음식,커피점/카페,경기도,파주시,운정3동,37.7120285598793,126.744458195993
68553,스타벅스,시흥은계점,음식,커피점/카페,경기도,시흥시,은행동,37.4375040599472,126.80161510313
73126,스타벅스,하남황산사거리점,음식,커피점/카페,경기도,하남시,풍산동,37.550771245237,127.186263806638
75308,스타벅스,이천하이닉스점,음식,커피점/카페,경기도,이천시,부발읍,37.2525713739598,127.489955928476
76232,스타벅스,고양행신점,음식,커피점/카페,경기도,고양시,행신1동,37.6237595430606,126.834292066287
76647,스타벅스,의왕청계DT점,음식,커피점/카페,경기도,의왕시,청계동,37.3883978948056,126.998358792418
76996,스타벅스,화성봉담DT점,음식,커피점/카페,경기도,화성시,기배동,37.2285951364126,126.971492931117
77438,스타벅스,다산진건점,음식,커피점/카페,경기도,남양주시,다산1동,37.6248606163287,127.152400027964
77506,스타벅스,판교알파돔타워점,음식,커피점/카페,경기도,성남시,백현동,37.3942493822072,127.110348166109
77767,스타벅스,화정점,음식,커피점/카페,경기도,고양시,화정2동,37.6335343546782,126.831431603842
78194,스타벅스,오산세교점,음식,커피점/카페,경기도,오산시,신장동,37.1766534158679,127.045485153427
78197,스타벅스,풍무사거리DT점,음식,커피점/카페,경기도,김포시,풍무동,37.6078103632574,126.722768301406
78545,스타벅스,스타필드안성R점,음식,커피점/카페,경기도,안성시,공도읍,36.9947182015478,127.151131091357
78980,스타벅스,양주고읍DT점,음식,커피점/카페,경기도,양주시,양주2동,37.803482214742,127.079332415446
79570,스타벅스,안양1번가점,음식,커피점/카페,경기도,안양시,안양1동,37.3991853857898,126.923695169155
79680,스타벅스,소노캄고양점,음식,커피점/카페,경기도,고양시,장항1동,37.6625136172564,126.749950944886
80401,스타벅스,화성반월DT점,음식,커피점/카페,경기도,화성시,반월동,37.2201222403013,127.057827888093
81040,스타벅스,삼송역점,음식,커피점/카페,경기도,고양시,삼송1동,37.6526371741441,126.89610173445
81075,스타벅스,김포구래점,음식,커피점/카페,경기도,김포시,구래동,37.6463254311616,126.629361726868
81096,스타벅스,더양평DTR점,음식,커피점/카페,경기도,양평군,양평읍,37.4972206997182,127.48191822273
81709,스타벅스,호계지식산업센터점,음식,커피점/카페,경기도,안양시,호계1동,37.3728752276558,126.948842280188
82003,스타벅스,원흥역점,음식,커피점/카페,경기도,고양시,흥도동,37.6486149486124,126.876624994481
82004,스타벅스,수원연무DT점,음식,커피점/카페,경기도,수원시,연무동,37.292217553696,127.028699727882
82008,스타벅스,평촌역DT점,음식,커피점/카페,경기도,안양시,관양2동,37.3967018520102,126.971662236059
82627,스타벅스,화성시청점,음식,커피점/카페,경기도,화성시,남양읍,37.2008772764513,126.826070718073
82628,스타벅스,김포아이앤씨점,음식,커피점/카페,경기도,김포시,장기동,37.6388007344744,126.680610544303
82629,스타벅스,안성공도DT점,음식,커피점/카페,경기도,안성시,공도읍,37.0094359005539,127.20075675304
82631,스타벅스,화성봉담점,음식,커피점/카페,경기도,화성시,봉담읍,37.2190205410865,126.955476733743
82658,스타벅스,동탄호수공원점,음식,커피점/카페,경기도,화성시,동탄7동,37.1720196453006,127.1040757036
84543,스타벅스,용인에버랜드R점,음식,커피점/카페,경기도,용인시,포곡읍,37.2940633153241,127.202120421716
85214,스타벅스,경기광주송정DT점,음식,커피점/카페,경기도,광주시,송정동,37.4162727162846,127.2725626313
85817,스타벅스,의정부이마트,음식,커피점/카페,경기도,의정부시,송산3동,37.7431743927516,127.102341848568
85937,스타벅스,경기광주쌍령DT점,음식,커피점/카페,경기도,광주시,쌍령동,37.3987778339179,127.273240012944
86457,스타벅스,김포석모DT점,음식,커피점/카페,경기도,김포시,양촌읍,37.6510698781026,126.65012549723
86622,스타벅스,수원호매실점,음식,커피점/카페,경기도,수원시,금곡동,37.2761102655732,126.939916976915
87340,스타벅스,평택안중DT점,음식,커피점/카페,경기도,평택시,안중읍,36.9908605985015,126.913389707026
87341,스타벅스,안양역R점,음식,커피점/카페,경기도,안양시,안양1동,37.4010978163784,126.922944962751
87342,스타벅스,북오산ICDT점,음식,한식,경기도,오산시,세마동,37.1897540480466,127.058824795556
87983,스타벅스,미사역효성점,음식,커피점/카페,경기도,하남시,미사1동,37.5668450983833,127.190050915583
88008,스타벅스,수원경수인계DT점,음식,커피점/카페,경기도,수원시,인계동,37.2704287171542,127.027536480672
88009,스타벅스,시흥대야DT점,음식,커피점/카페,경기도,시흥시,대야동,37.4417135512652,126.78763697534
88011,스타벅스,풍무역DT점,음식,커피점/카페,경기도,김포시,풍무동,37.6103473898903,126.7374826529
88012,스타벅스,스타필드부천점,음식,커피점/카페,경기도,부천시,범안동,37.4614605704328,126.813892827908
88013,스타벅스,용인김량장DT점,음식,커피점/카페,경기도,용인시,중앙동,37.2395761661366,127.210550759908
88734,스타벅스,평택비전점,음식,커피점/카페,경기도,평택시,비전1동,36.9988635930783,127.114155592729
88736,스타벅스,하남미사DT점,음식,커피점/카페,경기도,하남시,미사1동,37.5599676136563,127.185767645473
88737,스타벅스,남한산성입구역점,음식,커피점/카페,경기도,성남시,금광2동,37.4496550922945,127.159421566526
88738,스타벅스,양주옥정타운점,음식,커피점/카페,경기도,양주시,회천4동,37.8185440058382,127.094035791667
89441,스타벅스,광명역점,음식,커피점/카페,경기도,광명시,일직동,37.4170606218189,126.880804646319
89469,스타벅스,남양주연평DT점,음식,커피점/카페,경기도,남양주시,진접읍,37.7115486192413,127.18551828554
89470,스타벅스,용인상하DT점,음식,커피점/카페,경기도,용인시,상하동,37.2596645676537,127.142293378378
90251,스타벅스,부천상동역점,음식,커피점/카페,경기도,부천시,상동,37.5063838048755,126.75412001693
90252,스타벅스,다산지금점,음식,커피점/카페,경기도,남양주시,다산2동,37.600552505865,127.174306419158
90916,스타벅스,철산역점,음식,커피점/카페,경기도,광명시,철산3동,37.4764410888137,126.867686714737
90943,스타벅스,양주송추DT점,음식,커피점/카페,경기도,양주시,장흥면,37.7175756315175,126.973107141302
91687,스타벅스,지행역점,음식,커피점/카페,경기도,동두천시,송내동,37.8926837684755,127.053448642822
91709,스타벅스,판교유스페이스점,음식,커피점/카페,경기도,성남시,삼평동,37.40206570525,127.106099242447
92147,스타벅스,수원영통점,음식,커피점/카페,경기도,수원시,영통3동,37.2555211345615,127.074307905351
92405,스타벅스,하남덕풍점,음식,커피점/카페,경기도,하남시,덕풍3동,37.5522423254649,127.209154638358
93389,스타벅스,원당DT점,음식,커피점/카페,경기도,고양시,성사1동,37.6582109691828,126.837584262633
93406,스타벅스,분당궁내DT점,음식,커피점/카페,경기도,성남시,금곡동,37.3703985499096,127.102094538024
93829,스타벅스,미금역사거리점,음식,커피점/카페,경기도,성남시,구미1동,37.3492788002539,127.108260500088
94626,스타벅스,역곡역DT점,음식,커피점/카페,경기도,부천시,범안동,37.4835078586476,126.809292973457
94835,스타벅스,,음식,커피점/카페,경기도,김포시,장기동,37.6441450727534,126.669502241025
96442,스타벅스,수지동천점,음식,커피점/카페,경기도,용인시,동천동,37.3359645416191,127.090993898199
96917,스타벅스,김포시청점,음식,커피점/카페,경기도,김포시,사우동,37.6184166524856,126.717908744303
97013,스타벅스,죽전이마트점,음식,커피점/카페,경기도,용인시,죽전2동,37.3253227844391,127.109965378981
97206,스타벅스,김포운양점,음식,커피점/카페,경기도,김포시,운양동,37.6542925703564,126.684155535897
97783,스타벅스,광명철산점,음식,커피점/카페,경기도,광명시,철산3동,37.4752337731782,126.865816880901
100048,스타벅스,일산식사점,음식,일식/수산물,경기도,고양시,식사동,37.6779239733226,126.812144071534
100175,스타벅스,오리역점,음식,커피점/카페,경기도,성남시,구미동,37.3386541002106,127.1093341034
100832,스타벅스,서현미래에셋빌딩점,음식,커피점/카페,경기도,성남시,서현1동,37.3879933232474,127.123273300056
102787,스타벅스,분당서울대병원1층점,음식,커피점/카페,경기도,성남시,구미동,37.3520220371583,127.124470630558
106076,스타벅스,죽전단국대점,음식,커피점/카페,경기도,용인시,죽전3동,37.3244068026927,127.124881388273
106078,스타벅스,화성향남점,음식,커피점/카페,경기도,화성시,향남읍,37.1317079829751,126.922678436687
106675,스타벅스,롯데백화점중동점,음식,커피점/카페,경기도,부천시,신중동,37.5025326300427,126.775299219556
112471,스타벅스,성남이마트점,음식,커피점/카페,경기도,성남시,태평4동,37.4442813117988,127.141399637783
113391,스타벅스,일산덕이DT점,음식,커피점/카페,경기도,고양시,덕이동,37.6918973851795,126.756952485389
122815,스타벅스,분당이매점,음식,커피점/카페,경기도,성남시,이매2동,37.3950060790646,127.122378467301
128179,스타벅스,풍산이마트,음식,커피점/카페,경기도,고양시,중산2동,37.6738400054866,126.787123286945
130858,스타벅스,수지성복DT점,음식,커피점/카페,경기도,용인시,성복동,37.3140579753161,127.079186323404
133426,스타벅스,여주첼시점,음식,커피점/카페,경기도,여주시,여흥동,37.2459435784652,127.612378861566
135009,스타벅스,마장휴게소하남방면,음식,커피점/카페,경기도,이천시,마장면,37.262744409998,127.408475710454
137270,스타벅스,고잔이마트점,음식,커피점/카페,경기도,안산시,초지동,37.3031525784688,126.812841950909
140231,스타벅스,정자동점,음식,커피점/카페,경기도,성남시,정자동,37.3631809101417,127.11404535918
141614,스타벅스,이천터미널점,음식,커피점/카페,경기도,이천시,중리동,37.2782193804472,127.446334174098
142588,스타벅스,용인동백DT점,음식,커피점/카페,경기도,용인시,상하동,37.2746059227893,127.141210551309
146137,스타벅스,남양주화도DT점,음식,커피점/카페,경기도,남양주시,화도읍,37.6387610966643,127.303462130371
147590,스타벅스,현대킨텍스점,음식,커피점/카페,경기도,고양시,송포동,37.6679823561386,126.751616105658
148461,스타벅스,판교알파돔시티점,음식,커피점/카페,경기도,성남시,백현동,37.3944954453512,127.10832367334
148665,스타벅스,,음식,커피점/카페,경기도,포천시,이동면,38.0364656905245,127.36782405858
148715,스타벅스,파주운정이마트점,음식,커피점/카페,경기도,파주시,운정3동,37.7103774138298,126.745087140716
151534,스타벅스,수원망포DT점,음식,커피점/카페,경기도,수원시,영통2동,37.2458777783015,127.051330555461
166667,스타벅스,오산아이씨디티점,음식,커피점/카페,경기도,오산시,대원동,37.1423083369148,127.076848689491
172076,스타벅스,판교유스페이스점,음식,커피점/카페,경기도,성남시,삼평동,37.4002514151639,127.106877533338
174794,스타벅스,평촌호계점,음식,커피점/카페,경기도,안양시,신촌동,37.3829997169345,126.959654114481
176449,스타벅스,판교하이펙스,음식,커피점/카페,경기도,성남시,삼평동,37.4012785075306,127.11044579092
177132,스타벅스,,음식,커피점/카페,경기도,광주시,경안동,37.4115644321224,127.257324070344
178372,스타벅스,,음식,커피점/카페,경기도,화성시,남양읍,37.2077726462693,126.816320556756
178758,스타벅스,범계로데오점,음식,커피점/카페,경기도,안양시,범계동,37.391456612415,126.955099032598
181238,스타벅스,킨텍스이마트점,음식,커피점/카페,경기도,고양시,송포동,37.6638372585883,126.742244215322
181965,스타벅스,부천중동점,음식,커피점/카페,경기도,부천시,신중동,37.4979912682125,126.777024513246
187448,스타벅스,안양비산DT점,음식,커피점/카페,경기도,안양시,비산2동,37.3925281637662,126.94285348097
189814,스타벅스,별내중앙로점,음식,커피점/카페,경기도,남양주시,별내동,37.6503994974774,127.1124236677
191000,스타벅스,산본역서부사거리점,음식,커피점/카페,경기도,군포시,광정동,37.3577994905291,126.930652944719
193206,스타벅스,파주야당DT점,음식,커피점/카페,경기도,파주시,운정3동,37.7034676709912,126.759651014516
199426,스타벅스,광명소하점,음식,커피점/카페,경기도,광명시,소하1동,37.4484389191312,126.88404427355
200154,스타벅스,고양삼송점,음식,커피점/카페,경기도,고양시,원신동,37.6637010082197,126.891222853699
201318,스타벅스,평촌아크로타워점,음식,커피점/카페,경기도,안양시,부림동,37.3923069653536,126.956498892065
202636,스타벅스,수내점,음식,커피점/카페,경기도,성남시,수내1동,37.3795278512968,127.114225716887
203244,스타벅스,분당이마트점,음식,커피점/카페,경기도,성남시,정자3동,37.3587901131149,127.119741184902
204352,스타벅스,안양역점,음식,커피점/카페,경기도,안양시,안양1동,37.400315800541,126.922165542127
204395,스타벅스,동탄역점,음식,커피점/카페,경기도,화성시,동탄6동,37.197954362766,127.098249744322
204751,스타벅스,야탑터미널점,음식,커피점/카페,경기도,성남시,야탑1동,37.4130817655764,127.12726237331
204804,스타벅스,판교브릿지타워점,음식,커피점/카페,경기도,성남시,삼평동,37.4028789753799,127.099278683706
205411,스타벅스,하남시청점,음식,커피점/카페,경기도,하남시,신장2동,37.5405199102917,127.215966129307
205822,스타벅스,부천심곡DT점,음식,커피점/카페,경기도,부천시,심곡동,37.4929581769831,126.784366499272
208172,스타벅스,하남미사,음식,커피점/카페,경기도,하남시,미사2동,37.5696188685699,127.183296667934
210623,스타벅스,수원권선DT점,음식,커피점/카페,경기도,수원시,평동,37.246668948945,126.964022284632
212270,스타벅스,일산가구단지점,음식,커피점/카페,경기도,고양시,덕이동,37.6996561799796,126.757061064353
213493,스타벅스,광명소하디티점,음식,커피점/카페,경기도,광명시,소하2동,37.4348676964553,126.879138379837
218809,스타벅스,리버사이드팔당DT점,음식,커피점/카페,경기도,남양주시,와부읍,37.5671108241735,127.228377082264
220717,스타벅스,수원천천점,음식,커피점/카페,경기도,수원시,정자3동,37.2972915384411,126.982683330067
224031,스타벅스,수원KBSDT점,음식,커피점/카페,경기도,수원시,인계동,37.2711582724272,127.035205541405
224858,스타벅스,용인중부대로점,음식,커피점/카페,경기도,용인시,영덕1동,37.2670952709518,127.074831448715
237301,스타벅스,포천DT점,음식,커피점/카페,경기도,포천시,선단동,37.848435472791,127.161619001505
237699,스타벅스,구리인창점,음식,커피점/카페,경기도,구리시,동구동,37.6069309398692,127.138865274352
237848,스타벅스,이천사음DT점,음식,커피점/카페,경기도,이천시,관고동,37.299218655867,127.407942048431
238567,스타벅스,일산풍동DT점,음식,커피점/카페,경기도,고양시,풍산동,37.6622917620274,126.800605922277
244130,스타벅스,정자역점,음식,커피점/카페,경기도,성남시,정자1동,37.3668022303884,127.10672097855
245625,스타벅스,별내점,음식,커피점/카페,경기도,남양주시,별내동,37.6479764250471,127.123365273643
249815,스타벅스,시화로데오점,음식,커피점/카페,경기도,시흥시,정왕1동,37.3446575868247,126.737328946759
252978,스타벅스,스타필드고양3F잇토피아점,음식,커피점/카페,경기도,고양시,창릉동,37.6469683962868,126.894995813546
256720,스타벅스,수원망포역점,음식,커피점/카페,경기도,수원시,망포2동,37.2451745362739,127.055791571606
260852,스타벅스,평내DT점,음식,커피점/카페,경기도,남양주시,평내동,37.6477597951102,127.23466006379
265011,스타벅스,양주고읍점,음식,커피점/카페,경기도,양주시,양주2동,37.7946593968748,127.079089929697
272394,스타벅스,수지풍덕천점,음식,커피점/카페,경기도,용인시,풍덕천2동,37.3222016808726,127.095266677789
275157,스타벅스,일산후곡점,음식,커피점/카페,경기도,고양시,일산3동,37.6774214943807,126.76756668708
277234,스타벅스,오산갈곶DT점,음식,커피점/카페,경기도,오산시,대원동,37.1290004780866,127.071281992945
277851,스타벅스,킨텍스이마트점,음식,커피점/카페,경기도,고양시,송포동,37.6615679464144,126.744050574903
278540,스타벅스,의정부예술의전당DT점,음식,커피점/카페,경기도,의정부시,의정부2동,37.7330689968468,127.038863921215
278846,스타벅스,스타필드위례1FR점,음식,커피점/카페,경기도,하남시,위례동,37.480579915823,127.148119029102
279139,스타벅스,광교역점,음식,커피점/카페,경기도,수원시,광교1동,37.3005060673733,127.044012406176
279140,스타벅스,여주DT점,음식,커피점/카페,경기도,여주시,여흥동,37.2660940723368,127.638467112966
279459,스타벅스,산본사거리점,음식,커피점/카페,경기도,군포시,산본1동,37.3723972237098,126.935695744982
280014,스타벅스,광명하안대로점,음식,커피점/카페,경기도,광명시,하안3동,37.4614320793068,126.878335025836
280026,스타벅스,경기광주신현DT점,음식,커피점/카페,경기도,광주시,오포읍,37.3598632032173,127.153176765134
280027,스타벅스,안성석정DT점,음식,커피점/카페,경기도,안성시,안성2동,37.0103555130182,127.262054891305
280028,스타벅스,광교법조타운점,음식,커피점/카페,경기도,수원시,광교2동,37.2914677358887,127.066536764026
280922,스타벅스,과천DT점,음식,커피점/카페,경기도,과천시,중앙동,37.4392963584372,126.993793433212
281208,스타벅스,양주광사DT점,음식,커피점/카페,경기도,양주시,양주2동,37.7907359067247,127.072825917596
281802,스타벅스,일산가로수길R점,음식,커피점/카페,경기도,고양시,송포동,37.6660508902834,126.756420267321
282482,스타벅스,광교신대역점,음식,커피점/카페,경기도,용인시,상현3동,37.2990124975391,127.069161875958
284400,스타벅스,동탄이마트점,음식,커피점/카페,경기도,화성시,동탄1동,37.214365058365,127.079712051976
285821,스타벅스,,음식,커피점/카페,경기도,안성시,일죽면,37.0938884955922,127.478894702405
290648,스타벅스,동탄센트럴파크점,음식,커피점/카페,경기도,화성시,동탄1동,37.2083200344297,127.063787852902
295199,스타벅스,수원매산점,음식,커피점/카페,경기도,수원시,매산동,37.2674378523607,127.002714278259
296609,스타벅스,,음식,커피점/카페,경기도,화성시,봉담읍,37.2160897062933,126.977938443448
297449,스타벅스,송내역점,음식,커피점/카페,경기도,부천시,상동,37.4883289485642,126.75258813734
300957,스타벅스,수원이비스점,음식,커피점/카페,경기도,수원시,인계동,37.259213962314,127.031299460495
302301,스타벅스,안산문화광장점,음식,커피점/카페,경기도,안산시,호수동,37.3101607176247,126.830724740564
303279,스타벅스,판교봇들마을점,음식,커피점/카페,경기도,성남시,삼평동,37.4037055404319,127.115669346422
310746,스타벅스,,음식,커피점/카페,경기도,의정부시,신곡1동,37.72680933934,127.063799541773
310747,스타벅스,동탄능동DT점,음식,커피점/카페,경기도,화성시,진안동,37.2120317344985,127.053478244304
310764,스타벅스,일산애니골DT점,음식,커피점/카페,경기도,고양시,풍산동,37.6743940871058,126.792827495548
312576,스타벅스,북수원ICDT점,음식,커피점/카페,경기도,수원시,파장동,37.3078966516769,126.998457526284
314093,스타벅스,판교아비뉴프랑R점,음식,커피점/카페,경기도,성남시,삼평동,37.3973100809843,127.113553422281
317168,스타벅스,구리돌다리점,음식,커피점/카페,경기도,구리시,수택1동,37.6006098780667,127.141927905487
321266,스타벅스,의정부민락점,음식,커피점/카페,경기도,의정부시,송산3동,37.7454451550529,127.094121969202
322225,스타벅스,동국대일산병원점,음식,커피점/카페,경기도,고양시,식사동,37.6764247389806,126.805547693505
322855,스타벅스,영통R점,음식,커피점/카페,경기도,수원시,영통2동,37.2451238868551,127.061890026361
325029,스타벅스,양주덕정역DT점,음식,커피점/카페,경기도,양주시,회천1동,37.8382492198488,127.062960869063
327183,스타벅스,공인중개사사무소,음식,커피점/카페,경기도,고양시,송포동,37.6658300573043,126.750870082513
332110,스타벅스,경기양평점,음식,커피점/카페,경기도,양평군,양평읍,37.491045101379,127.49999798868
337859,스타벅스,수지이마트점,음식,커피점/카페,경기도,용인시,신봉동,37.3197308227252,127.083314226046
338013,스타벅스,수원금곡점,음식,커피점/카페,경기도,수원시,금곡동,37.2749926905525,126.954072428328
338145,스타벅스,기흥역AKR점,음식,커피점/카페,경기도,용인시,구갈동,37.2751064383306,127.118585368335
343552,스타벅스,신흥역점,음식,커피점/카페,경기도,성남시,신흥3동,37.4413171690752,127.146428474116
349237,스타벅스,의정부장암DT,음식,커피점/카페,경기도,의정부시,장암동,37.6991738362124,127.054633095912
355519,스타벅스,,음식,커피점/카페,경기도,양평군,양동면,37.419659012171,127.753329976084
356416,스타벅스,부천중동DT점,음식,커피점/카페,경기도,부천시,중동,37.4963358074973,126.764272605521
356726,스타벅스,수원광교점,음식,커피점/카페,경기도,수원시,광교1동,37.2901203396923,127.051203913339
361597,스타벅스,,음식,커피점/카페,경기도,포천시,소흘읍,37.8278316020215,127.146880298384
362399,스타벅스,분당율동공원점,음식,커피점/카페,경기도,성남시,서현1동,37.3838720692187,127.149970868897
362592,스타벅스,범계역점,음식,커피점/카페,경기도,안양시,범계동,37.3899157174095,126.95000471725
362939,스타벅스,산본역점,음식,커피점/카페,경기도,군포시,광정동,37.3583097992139,126.93228249093
